    -1.0000000000000e+007      0.0000000000000e+000
    -9.8156217511244e+006      2.5065336449544e-127
    -9.6231595349413e+006     -9.8371167979295e-127
    -9.4344710877030e+006      3.7273405629120e-126
    -9.2494824139400e+006     -1.4089533895949e-125
    -9.0681209690743e+006      5.3254250724036e-125
    -8.8903156309706e+006     -2.0129989627640e-124
    -8.7159966720455e+006      7.6097464485287e-124
    -8.5450957319228e+006     -2.8769691334697e-123
    -8.3775457906260e+006      1.0877754260701e-122
    -8.2132811422959e+006     -4.1132289827291e-122
    -8.0522373694232e+006      1.5554879821241e-121
    -7.8943513175872e+006     -5.8828941032711e-121
    -7.7395610706891e+006      2.2251351998893e-120
    -7.5878059266715e+006     -8.4171120949344e-120
    -7.4390263737130e+006      3.1842811130320e-119
    -7.2931640668909e+006     -1.2047624726900e-118
    -7.1501618053007e+006      4.5586185794904e-118
    -7.0099635096239e+006     -1.7250703720258e-117
    -6.8725142001370e+006      6.5286280193251e-117
    -6.7377599751497e+006     -2.4710313421844e-116
    -6.6056479898681e+006      9.3535252277989e-116
    -6.4761264356705e+006     -3.5408903219134e-115
    -6.3491445197904e+006      1.3405680681884e-114
    -6.2246524453982e+006     -5.0757878234005e-114
    -6.1026013920725e+006      1.9220070017334e-113
    -5.9829434966552e+006     -7.2784995954532e-113
    -5.8656318344813e+006      2.7565276363179e-112
    -5.7506204009775e+006     -1.0440332599559e-111
    -5.6378640936209e+006      3.9545346773812e-111
    -5.5273186942516e+006     -1.4979686773398e-110
    -5.4189408517327e+006      5.6745731231967e-110
    -5.3126880649495e+006     -2.1497263848706e-109
    -5.2085186661424e+006      8.1442040158809e-109
    -5.1063918045668e+006     -3.0854961270043e-108
    -5.0062674304731e+006      1.1689802001139e-107
    -4.9081062794008e+006     -4.4288337357122e-107
    -4.8118698567810e+006      1.6778969968572e-106
    -4.7175204228399e+006     -6.3566430774100e-106
    -4.6250209777997e+006      2.4080699357665e-105
    -4.5343352473681e+006     -9.1217964925958e-105
    -4.4454276685136e+006      3.4550315541221e-104
    -4.3582633755190e+006     -1.3084988140486e-103
    -4.2728081863086e+006      4.9548729876654e-103
    -4.1890285890435e+006     -1.8759297544500e-102
    -4.1068917289796e+006      7.1008624163672e-102
    -4.0263653955837e+006     -2.6872016140467e-101
    -3.9474180099014e+006      1.0166384908805e-100
    -3.8700186121737e+006     -3.8449500605889e-100
    -3.7941368496956e+006      1.4536218432569e-099
    -3.7197429649131e+006     -5.4931982871912e-099
    -3.6468077837537e+006      2.0748479385896e-098
    -3.5753027041858e+006     -7.8325966596367e-098
    -3.5051996850015e+006      2.9549627986206e-097
    -3.4364712348209e+006     -1.1140120359354e-096
    -3.3690904013104e+006      4.1964335002148e-096
    -3.3030307606139e+006     -1.5793559795280e-095
    -3.2382664069899e+006      5.9380056499943e-095
    -3.1747719426526e+006     -2.2300166308671e-094
    -3.1125224678121e+006      8.3641548193282e-094
    -3.0514935709096e+006     -3.1326694300976e-093
    -2.9916613190445e+006      1.1714102887833e-092
    -2.9330022485885e+006     -4.3723885550648e-092
    -2.8754933559846e+006      1.6287149691557e-091
    -2.8191120887258e+006     -6.0530642795696e-091
    -2.7638363365113e+006      2.2437767488198e-090
    -2.7096444225756e+006     -8.2929295706736e-090
    -2.6565150951876e+006      3.0548159385712e-089
    -2.6044275193170e+006     -1.1209973443915e-088
    -2.5533612684635e+006      4.0956358590483e-088
    -2.5032963166463e+006     -1.4888136053548e-087
    -2.4542130305511e+006      5.3802441496766e-087
    -2.4060921618302e+006     -1.9309057446270e-086
    -2.3589148395549e+006      6.8731540882733e-086
    -2.3126625628144e+006     -2.4224963701518e-085
    -2.2673171934609e+006      8.4357585246236e-085
    -2.2228609489967e+006     -2.8935388379030e-084
    -2.1792763956005e+006      9.7345140957135e-084
    -2.1365464412904e+006     -3.1914183697624e-083
    -2.0946543292218e+006      1.0091280072706e-082
    -2.0535836311152e+006     -3.0216730885839e-082
    -2.0133182408147e+006      8.2517878957761e-082
    -1.9738423679710e+006     -1.8589685727969e-081
    -1.9351405318498e+006      2.0494742715106e-081
    -1.8971975552603e+006      1.1771126068168e-080
    -1.8599985586040e+006     -1.2041143070092e-079
    -1.8235289540390e+006      7.4769953975922e-079
    -1.7877744397596e+006     -3.9415182902982e-078
    -1.7527209943876e+006      1.9096518004352e-077
    -1.7183548714739e+006     -8.7744441455417e-077
    -1.6846625941075e+006      3.8827469780881e-076
    -1.6516309496306e+006     -1.6687088404161e-075
    -1.6192469844572e+006      6.9994875863609e-075
    -1.5874979989931e+006     -2.8735232766784e-074
    -1.5563715426558e+006      1.1562412309194e-073
    -1.5258554089917e+006     -4.5618582739580e-073
    -1.4959376308897e+006      1.7639164254555e-072
    -1.4666064758877e+006     -6.6748148709664e-072
    -1.4378504415720e+006      2.4656206293012e-071
    -1.4096582510664e+006     -8.8547557255689e-071
    -1.3820188486100e+006      3.0718179359812e-070
    -1.3549213952213e+006     -1.0185468937094e-069
    -1.3283552644481e+006      3.1674611233188e-069
    -1.3023100381999e+006     -8.8848278957610e-069
    -1.2767755026624e+006      2.0247603356871e-068
    -1.2517416442923e+006     -2.1328798695435e-068
    -1.2271986458902e+006     -1.3835992442985e-067
    -1.2031368827510e+006      1.3518481937004e-066
